[00:15:22] [ServerMain/INFO]: Environment: Environment[sessionHost=https://sessionserver.mojang.com, servicesHost=https://api.minecraftservices.com, name=PROD]
[00:15:23] [ServerMain/INFO]: No existing world data, creating new world
[00:15:25] [ServerMain/INFO]: Loaded 1407 recipes
[00:15:25] [ServerMain/INFO]: Loaded 1520 advancements
[00:15:25] [Server thread/INFO]: Starting minecraft server version 1.21.8
[00:15:25] [Server thread/INFO]: Loading properties
[00:15:25] [Server thread/INFO]: Default game type: SURVIVAL
[00:15:25] [Server thread/INFO]: Generating keypair
[00:15:25] [Server thread/INFO]: Starting Minecraft server on *:25565
[00:15:25] [Server thread/INFO]: Using epoll channel type
[00:15:25] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[00:15:25] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[00:15:25] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[00:15:25] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[00:15:25] [Server thread/INFO]: Preparing level "world"
[00:15:40] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[00:15:40] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:41] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:41] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:42] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:42] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:43] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:43] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:44] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:44] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:45] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:45] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:46] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:46] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:47] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:47] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:48] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:49] [Worker-Main-1/INFO]: Preparing spawn area: 6%
[00:15:49] [Server thread/INFO]: Time elapsed: 8510 ms
[00:15:49] [Server thread/INFO]: Done (23.587s)! For help, type "help"
[00:15:49] [Server thread/INFO]: Unknown or incomplete command, see below for error
[00:15:49] [Server thread/INFO]: bin/python3 /workspaces/SER3/msx.py<--[HERE]
[00:15:56] [Server thread/INFO]: Lea[/127.205.40.244:41369] logged in with entity id 34 at (-250.5, 64.0, 64.5)
[00:15:56] [Server thread/INFO]: Lea joined the game
[00:16:00] [Server thread/INFO]: Lea lost connection: Disconnected
[00:16:00] [Server thread/INFO]: Lea left the game
[00:17:00] [Server thread/INFO]: Server empty for 60 seconds, pausing
[00:19:45] [Server thread/INFO]: GiovanyBy14[/127.37.246.181:44685] logged in with entity id 90 at (-264.5, 63.0, 58.5)
[00:19:45] [Server thread/INFO]: GiovanyBy14 joined the game
[00:21:06] [Server thread/INFO]: Lea[/127.205.40.244:47193] logged in with entity id 726 at (-250.5, 64.0, 64.5)
[00:21:06] [Server thread/INFO]: Lea joined the game
[00:21:21] [Server thread/INFO]: GiovanyBy14 lost connection: Disconnected
[00:21:21] [Server thread/INFO]: GiovanyBy14 left the game
[00:22:03] [Server thread/INFO]: GiovanyBy14[/127.17.235.236:45413] logged in with entity id 881 at (-269.4875880338945, 64.0, 71.51971789077193)
[00:22:03] [Server thread/INFO]: GiovanyBy14 joined the game
[00:22:12] [Server thread/INFO]: nicolasxpazx[/127.17.235.236:52607] logged in with entity id 906 at (-257.5, 63.0, 58.5)
[00:22:12] [Server thread/INFO]: nicolasxpazx joined the game
[00:22:17] [Server thread/INFO]: Made Lea a server operator
[00:23:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-262, y=62, z=51}
[00:25:56] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:25:56] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=69}
[00:25:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:25:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:25:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=64, z=70}
[00:25:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:25:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=71}
[00:25:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=64, z=69}
[00:25:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=64, z=71}
[00:25:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=68}
[00:25:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=68}
[00:25:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=64, z=71}
[00:25:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=69}
[00:25:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-257, y=64, z=69}
[00:25:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-257, y=64, z=70}
[00:25:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-257, y=64, z=70}
[00:25:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:25:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=71}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=71}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=71}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=69}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=69}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-257, y=64, z=70}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-257, y=64, z=70}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=69}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=68}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=69}
[00:25:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-257, y=64, z=69}
[00:26:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=69}
[00:26:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:26:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=69}
[00:26:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=69}
[00:26:01] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:01] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:01] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:01] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-257, y=65, z=69}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-257, y=65, z=69}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=69}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-257, y=65, z=70}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=69}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-257, y=64, z=70}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=69}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=71}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=69}
[00:26:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=71}
[00:26:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:26:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=69}
[00:26:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=70}
[00:26:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=64, z=70}
[00:26:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=70}
[00:26:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=70}
[00:26:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=71}
[00:26:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=71}
[00:26:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=70}
[00:26:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=71}
[00:26:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=71}
[00:26:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:26:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=70}
[00:26:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=70}
[00:26:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=71}
[00:26:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=71}
[00:26:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=71}
[00:26:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=70}
[00:26:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:26:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=71}
[00:26:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=71}
[00:26:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=69}
[00:26:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=69}
[00:26:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=69}
[00:26:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:26:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=64, z=70}
[00:26:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=69}
[00:26:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=71}
[00:26:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=71}
[00:26:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=64, z=71}
[00:26:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=69}
[00:26:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=70}
[00:26:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=70}
[00:26:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=64, z=70}
[00:26:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=70}
[00:26:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=70}
[00:26:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=69}
[00:26:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=69}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=69}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=71}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=69}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=71}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=71}
[00:26:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=64, z=69}
[00:26:14] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=64, z=70}
[00:26:14] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:14] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:14] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:16] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:32] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=69}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=69}
[00:26:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=69}
[00:26:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=69}
[00:26:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=69}
[00:26:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=71}
[00:26:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=71}
[00:26:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=71}
[00:26:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=69}
[00:26:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=69}
[00:26:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=69}
[00:26:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=69}
[00:26:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=69}
[00:26:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=69}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=71}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=71}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=69}
[00:26:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
